img_file,ann_file,mean_R,mean_G,mean_B
data/public/img/train/001227c7aabb1b3bef1dedd7637e715f.jpg,data/public/ann/train/001227c7aabb1b3bef1dedd7637e715f.png,152.10381993858138,157.2145382368362,93.14559209048012
data/public/img/train/0013ef9ba1dc270322ae715b78692a49.jpg,data/public/ann/train/0013ef9ba1dc270322ae715b78692a49.png,121.3203446880008,139.58177190482263,74.01575106605965
data/public/img/train/001ac635ef288efcd55a87648c501f78.jpg,data/public/ann/train/001ac635ef288efcd55a87648c501f78.png,145.741578632649,119.73528752242377,93.70552621088301
data/public/img/train/003418d64812702a483b2605f2d6b334.jpg,data/public/ann/train/003418d64812702a483b2605f2d6b334.png,199.58021947200504,189.8586544192406,164.24261122602812
data/public/img/train/00528c34c548446ace5e2c95524352ea.jpg,data/public/ann/train/00528c34c548446ace5e2c95524352ea.png,163.80178030561262,172.22161298805014,116.7735369452371
data/public/img/train/00b8f9ecebc1393635f0f99dc2b74875.jpg,data/public/ann/train/00b8f9ecebc1393635f0f99dc2b74875.png,148.0033826638478,160.06173361522198,119.51297694553509
data/public/img/train/00ba6e5339894347e74e4c31e17546a9.jpg,data/public/ann/train/00ba6e5339894347e74e4c31e17546a9.png,165.76035667300104,161.25619061540712,161.43312381230814
data/public/img/train/00cc8ab42292bc2826c41f8aaad87790.jpg,data/public/ann/train/00cc8ab42292bc2826c41f8aaad87790.png,169.2615222272115,170.7212438257746,83.38108666367312
data/public/img/train/00d3c50f00fdd549de31c2926b3e4f67.jpg,data/public/ann/train/00d3c50f00fdd549de31c2926b3e4f67.png,74.87318642054323,90.85010198866385,45.26184610992675
data/public/img/train/00dc77d44bf348271edc185375cd0e93.jpg,data/public/ann/train/00dc77d44bf348271edc185375cd0e93.png,58.658679424811375,76.21985017220814,60.01001085514414
data/public/img/train/0113fe17f8346ab625c85996f970e678.jpg,data/public/ann/train/0113fe17f8346ab625c85996f970e678.png,121.38611200888934,136.42996038794703,89.03846081932576
data/public/img/train/011943d949421e2e8296862bdf74ca7c.jpg,data/public/ann/train/011943d949421e2e8296862bdf74ca7c.png,112.19257187420327,130.52636512245235,64.40234556607028
data/public/img/train/012312df956170a41d4ea1f7dcb94ff8.jpg,data/public/ann/train/012312df956170a41d4ea1f7dcb94ff8.png,119.28972377474224,138.42446177437904,78.9934348580537
data/public/img/train/012b59fce6a021a2d191478efbe9b640.jpg,data/public/ann/train/012b59fce6a021a2d191478efbe9b640.png,118.49012984624133,124.37034606155365,100.90813775574192
data/public/img/train/013be5b57f1107acda2bd04c06cabca2.jpg,data/public/ann/train/013be5b57f1107acda2bd04c06cabca2.png,131.89986710393757,130.98065504897863,110.41547167384734
data/public/img/train/01751e700181dad409d4119235e56d03.jpg,data/public/ann/train/01751e700181dad409d4119235e56d03.png,52.04807420112235,73.92758480009326,29.01173546700415
data/public/img/train/01a98378b3fa9aa60538b722e5acf1c4.jpg,data/public/ann/train/01a98378b3fa9aa60538b722e5acf1c4.png,161.60292298495807,172.41594466335656,85.23383147698577
data/public/img/train/01c9f4b814ccb00cdb7c1d2d30bb7dd5.jpg,data/public/ann/train/01c9f4b814ccb00cdb7c1d2d30bb7dd5.png,87.55433139254352,100.29814713545856,55.8608823624023
data/public/img/train/01cc820983790f16d2abdb1959f3ddcb.jpg,data/public/ann/train/01cc820983790f16d2abdb1959f3ddcb.png,109.34283942963422,109.40958262843213,114.48045803692456
data/public/img/train/01ce4a8d4645b27cccac66711b9948f8.jpg,data/public/ann/train/01ce4a8d4645b27cccac66711b9948f8.png,144.11250620073858,151.08252218486467,70.93546822465964
data/public/img/train/01ce4c01a4ce03ea6c98767d8e472e25.jpg,data/public/ann/train/01ce4c01a4ce03ea6c98767d8e472e25.png,95.28797804665086,122.98122988649119,33.98205563178246
data/public/img/train/02190c9e667659a9a1774b0657992cb5.jpg,data/public/ann/train/02190c9e667659a9a1774b0657992cb5.png,154.30006565988182,150.17201575837163,146.97322390019698
data/public/img/train/0220b9452f74fc5da3b094c6b0ea55e2.jpg,data/public/ann/train/0220b9452f74fc5da3b094c6b0ea55e2.png,57.16488990301577,89.00310362914136,43.17990692453403
data/public/img/train/0221a3394d1b89ff05c7cf5fca61b6d8.jpg,data/public/ann/train/0221a3394d1b89ff05c7cf5fca61b6d8.png,118.41206970723867,101.9071224254134,82.30836924609613
data/public/img/train/02283a414f5dfa6ece01b2a5efaca2e4.jpg,data/public/ann/train/02283a414f5dfa6ece01b2a5efaca2e4.png,75.65478931283951,112.65110238994535,45.4876406151426
data/public/img/train/0233a16326fd03d9f8ad5775a0e07653.jpg,data/public/ann/train/0233a16326fd03d9f8ad5775a0e07653.png,98.81434516354318,126.01153200159301,80.37018994903525
data/public/img/train/025b8ad0a84bffd2b4b6a0b53d946a4a.jpg,data/public/ann/train/025b8ad0a84bffd2b4b6a0b53d946a4a.png,72.45844605221767,77.42422145328719,57.86851211072664
data/public/img/train/027229924e75cadf195b6c0eeefa86d5.jpg,data/public/ann/train/027229924e75cadf195b6c0eeefa86d5.png,136.94404469652076,155.66036005530628,115.82001467310026
data/public/img/train/027408a0ea496158896d278faeaaf140.jpg,data/public/ann/train/027408a0ea496158896d278faeaaf140.png,161.84839495909463,146.90763693389007,125.10348215466587
data/public/img/train/027e1fd182ecc9cbeb1c87b3ce91b177.jpg,data/public/ann/train/027e1fd182ecc9cbeb1c87b3ce91b177.png,128.46192900200938,142.37322170127263,95.90172806430007
data/public/img/train/02855e4ac097c0b8bbd921231faf8e2f.jpg,data/public/ann/train/02855e4ac097c0b8bbd921231faf8e2f.png,76.50757319502387,96.44296613673093,42.44740105987146
data/public/img/train/028ac663bb255bc81ee5ba1a8c1e47b6.jpg,data/public/ann/train/028ac663bb255bc81ee5ba1a8c1e47b6.png,81.29729934185642,100.58566403337188,60.943455307836125
data/public/img/train/028cd0cbaf7d0978196ade82a637b1e6.jpg,data/public/ann/train/028cd0cbaf7d0978196ade82a637b1e6.png,108.93968221052904,122.95400347339225,63.22826213743228
data/public/img/train/0298269eb5cc01952529b50a48b498ae.jpg,data/public/ann/train/0298269eb5cc01952529b50a48b498ae.png,144.96128851243245,138.72359391232476,119.62451373670122
data/public/img/train/02aef3ecc1278522c18ccbdd9c5c4313.jpg,data/public/ann/train/02aef3ecc1278522c18ccbdd9c5c4313.png,103.6159584799325,130.01467849012147,49.902943658159934
data/public/img/train/02bd9e8bfb795ba3aca8652c00c9b8cb.jpg,data/public/ann/train/02bd9e8bfb795ba3aca8652c00c9b8cb.png,88.37503182323701,110.41241575216733,56.74459674934009
data/public/img/train/02cdea3c6bfe79bd54b5c30746576be4.jpg,data/public/ann/train/02cdea3c6bfe79bd54b5c30746576be4.png,126.25644554023621,140.04048278133317,83.76974961948928
data/public/img/train/02ee948adf5cac18bb96220697622927.jpg,data/public/ann/train/02ee948adf5cac18bb96220697622927.png,73.95911910838197,95.20076169585798,46.81159175753486
data/public/img/train/02f72e11ddf85944ead14e786e1b42ce.jpg,data/public/ann/train/02f72e11ddf85944ead14e786e1b42ce.png,88.50908226135009,116.50649761091937,83.52109494053113
data/public/img/train/02fe7a1ae729c40d0596fe73f53ff302.jpg,data/public/ann/train/02fe7a1ae729c40d0596fe73f53ff302.png,99.30138473513868,121.49254373386866,70.53348150272441
data/public/img/train/03025d8a3545aa843db2c356fd4aeb7e.jpg,data/public/ann/train/03025d8a3545aa843db2c356fd4aeb7e.png,86.2073909783831,101.39400849681371,57.31820879670124
data/public/img/train/030abb734a8c2414dd32f15524f02280.jpg,data/public/ann/train/030abb734a8c2414dd32f15524f02280.png,105.79713454844536,125.78455138278966,54.35499067369688
data/public/img/train/030d606ef2ee06434b42e465bdf4c847.jpg,data/public/ann/train/030d606ef2ee06434b42e465bdf4c847.png,141.9407545412203,147.52624333695596,111.34445996998396
data/public/img/train/031fa9f886a1d3467f627f6ff1aedc0d.jpg,data/public/ann/train/031fa9f886a1d3467f627f6ff1aedc0d.png,132.53504168758107,135.0895973351238,46.43551299518262
data/public/img/train/033c614bed5225f59a93a96b275e2bda.jpg,data/public/ann/train/033c614bed5225f59a93a96b275e2bda.png,87.17055131224312,112.74169718568396,54.17314804036569
data/public/img/train/034625b3e06376d24517abc923e79d31.jpg,data/public/ann/train/034625b3e06376d24517abc923e79d31.png,65.24382850788683,93.73188089452658,32.797965487418146
