img_file,ann_file,mean_R,mean_G,mean_B
./data_after_augmentation/img/001227c7aabb1b3bef1dedd7637e715f.jpg,./data_after_augmentation/ann/001227c7aabb1b3bef1dedd7637e715f.png,152.10381993858138,157.2145382368362,93.14559209048012
./data_after_augmentation/img/0013ef9ba1dc270322ae715b78692a49.jpg,./data_after_augmentation/ann/0013ef9ba1dc270322ae715b78692a49.png,121.3203446880008,139.58177190482263,74.01575106605965
./data_after_augmentation/img/001ac635ef288efcd55a87648c501f78.jpg,./data_after_augmentation/ann/001ac635ef288efcd55a87648c501f78.png,145.741578632649,119.73528752242377,93.70552621088301
./data_after_augmentation/img/003418d64812702a483b2605f2d6b334.jpg,./data_after_augmentation/ann/003418d64812702a483b2605f2d6b334.png,199.58021947200504,189.8586544192406,164.24261122602812
./data_after_augmentation/img/00528c34c548446ace5e2c95524352ea.jpg,./data_after_augmentation/ann/00528c34c548446ace5e2c95524352ea.png,163.80178030561262,172.22161298805014,116.7735369452371
./data_after_augmentation/img/00b8f9ecebc1393635f0f99dc2b74875.jpg,./data_after_augmentation/ann/00b8f9ecebc1393635f0f99dc2b74875.png,148.0033826638478,160.06173361522198,119.51297694553509
./data_after_augmentation/img/00ba6e5339894347e74e4c31e17546a9.jpg,./data_after_augmentation/ann/00ba6e5339894347e74e4c31e17546a9.png,165.76035667300104,161.25619061540712,161.43312381230814
./data_after_augmentation/img/00cc8ab42292bc2826c41f8aaad87790.jpg,./data_after_augmentation/ann/00cc8ab42292bc2826c41f8aaad87790.png,169.2615222272115,170.7212438257746,83.38108666367312
./data_after_augmentation/img/00d3c50f00fdd549de31c2926b3e4f67.jpg,./data_after_augmentation/ann/00d3c50f00fdd549de31c2926b3e4f67.png,74.87318642054323,90.85010198866385,45.26184610992675
./data_after_augmentation/img/00dc77d44bf348271edc185375cd0e93.jpg,./data_after_augmentation/ann/00dc77d44bf348271edc185375cd0e93.png,58.658679424811375,76.21985017220814,60.01001085514414
./data_after_augmentation/img/0113fe17f8346ab625c85996f970e678.jpg,./data_after_augmentation/ann/0113fe17f8346ab625c85996f970e678.png,121.38611200888934,136.42996038794703,89.03846081932576
./data_after_augmentation/img/011943d949421e2e8296862bdf74ca7c.jpg,./data_after_augmentation/ann/011943d949421e2e8296862bdf74ca7c.png,112.19257187420327,130.52636512245235,64.40234556607028
./data_after_augmentation/img/012312df956170a41d4ea1f7dcb94ff8.jpg,./data_after_augmentation/ann/012312df956170a41d4ea1f7dcb94ff8.png,119.28972377474224,138.42446177437904,78.9934348580537
